Job Title,Rating,Location,Headquarters,Size,company_txt,Industry,Lower Salary,Upper Salary,Avg Salary(K),job_title_sim,seniority_by_title,Python,spark,aws,sql,keras,pytorch,scikit,tensor,hadoop,flink,mongo,lat,lng
Digital Health Data Scientist,4.0,"Cambridge, MA","New York, NY",9,Pfizer,Biotech & Pharmaceuticals,63,110,86.5,data scientist,na,1,0,1,0,0,0,0,0,0,0,0,42.3759,-71.1185
Data Scientist,3.5,"Hillsboro, OR","San Jose, CA",7,First Tech Federal Credit Union,Banks & Credit Unions,75,124,99.5,data scientist,na,1,1,1,1,1,0,1,1,0,0,0,45.5273,-122.936
Associate Data Analyst,3.7,"Worcester, MA","Worcester, MA",8,The Hanover Insurance Group,Insurance Carriers,34,61,47.5,analyst,na,0,0,0,0,0,0,0,0,0,0,0,42.2705,-71.8079
Clinical Data Scientist,4.0,"Groton, CT","New York, NY",9,Pfizer,Biotech & Pharmaceuticals,63,105,84.0,data scientist,na,0,0,1,0,0,0,0,0,0,0,0,,
Data Scientist,4.8,"Clearwater, FL","Clearwater, FL",6,KnowBe4,Security Services,80,90,85.0,data scientist,na,1,1,0,1,0,0,0,0,0,0,0,27.979,-82.7623
Data Scientist,3.8,"Richland, WA","Richland, WA",7,PNNL,Energy,56,97,76.5,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,46.2824,-119.2939
Data Scientist,3.6,"Detroit, MI","Detroit, MI",7,Amrock,Real Estate,72,120,96.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,42.3834,-83.1024
Data Scientist / Machine Learning Expert,3.8,"Cambridge, MA","Basel, Switzerland",9,Novartis,Biotech & Pharmaceuticals,86,143,114.5,data scientist,na,1,0,0,0,0,1,1,0,0,0,0,42.3759,-71.1185
Data Scientist,3.8,"Sunnyvale, CA","Sunnyvale, CA",8,Juniper Networks,Telecommunications Services,93,149,121.0,data scientist,na,1,1,0,1,1,0,1,1,0,0,1,37.3836,-122.0255
Data Scientist,4.7,"Ipswich, MA","Ipswich, MA",5,New England Biolabs,Biotech & Pharmaceuticals,85,140,112.5,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,,
Web Data Analyst,4.2,"San Jose, CA","Chicago, IL",5,Clarity Insights,IT Services,77,135,106.0,analyst,na,1,0,0,1,0,0,0,0,0,0,0,37.3012,-121.848
Data Scientist,3.5,"Redlands, CA","Redlands, CA",7,Esri,Computer Hardware & Software,82,132,107.0,data scientist,na,1,1,1,0,0,0,0,0,1,0,1,34.0512,-117.1712
Data Scientist,4.7,"Woburn, MA","Woburn, MA",5,Systems & Technology Research,Aerospace & Defense,83,137,110.0,data scientist,na,1,1,0,1,0,1,1,1,1,0,0,42.4869,-71.1543
Senior Data Scientist,3.5,"Fremont, CA","Gottingen, Germany",8,Sartorius,Biotech & Pharmaceuticals,115,180,147.5,data scientist,sr,1,0,0,0,0,0,0,0,0,0,0,37.5265,-121.9843
Data Engineer,3.5,"Long Beach, NY","Long Beach, NY",5,Lancer Insurance,Insurance Carriers,74,138,106.0,data engineer,na,1,0,0,1,0,0,0,0,0,0,0,40.5887,-73.666
Data Analyst,4.2,"San Francisco, CA","San Francisco, CA",5,Sauce Labs,IT Services,64,112,88.0,analyst,na,1,0,1,1,0,0,0,0,0,0,1,37.7558,-122.4449
Data Engineer,3.6,"Marlborough, MA","Lowell, MA",3,Persivia,Health Care Services & Hospitals,68,129,98.5,data engineer,na,0,0,0,1,0,0,0,0,0,0,0,42.3494,-71.5468
Data Scientist - Algorithms & Inference,4.2,"San Francisco, CA","San Francisco, CA",4,Nuna,Enterprise Software & Network Solutions,110,175,142.5,data scientist,na,0,0,0,0,0,0,0,0,0,0,0,37.7558,-122.4449
Scientist,3.4,"Allendale, NJ","Shelton, CT",8,Edgewell Personal Care,Consumer Products Manufacturing,52,113,82.5,other scientist,na,0,0,1,0,0,0,0,0,0,0,0,41.0332,-74.1333
Senior Data Scientist,4.3,"Chicago, IL","Chicago, IL",7,Equity Residential,Real Estate,110,150,130.0,data scientist,sr,1,1,0,1,0,0,1,0,1,0,0,41.8375,-87.6866
Data Scientist,5.0,"Washington, DC","Alexandria, VA",2,BPA Services,Enterprise Software & Network Solutions,150,160,155.0,data scientist,na,0,0,1,0,0,0,0,0,0,0,0,38.9047,-77.0163
Lead Data Scientist,3.7,"Bellevue, WA","Foster City, CA",9,Visa Inc.,IT Services,158,211,184.5,data scientist,sr,1,0,0,1,0,0,0,0,0,0,0,47.5951,-122.1535
Associate Data Analyst,3.1,"Longmont, CO","Omaha, NE",8,Intrado,Enterprise Software & Network Solutions,20,39,29.5,analyst,na,0,0,0,0,0,0,0,0,0,0,0,40.1686,-105.1005
Spectral Scientist/Engineer,4.7,"Beavercreek, OH","Chantilly, VA",6,Centauri,Aerospace & Defense,56,117,86.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,39.731,-84.0624
College Hire - Data Scientist - Open to December 2019 Graduates,3.7,"Peoria, IL","Deerfield, IL",9,Caterpillar,Industrial Manufacturing,63,99,81.0,data scientist,na,0,0,0,0,0,0,0,0,0,0,0,40.752,-89.6154
Data Scientist,3.8,"Fort Lauderdale, FL","Fort Lauderdale, FL",6,Zimmerman Advertising,Advertising & Marketing,68,114,91.0,data scientist,na,1,0,0,1,0,0,0,0,1,0,0,26.1412,-80.1464
"Data Scientist, Office of Data Science",3.3,"Boston, MA","Boston, MA",9,Liberty Mutual Insurance,Insurance Carriers,86,143,114.5,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,42.3188,-71.0852
Data Science Analyst,4.6,"Huntsville, AL","Huntsville, AL",7,"Torch Technologies, Inc.",Aerospace & Defense,41,95,68.0,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,34.6981,-86.6412
Data Scientist,3.7,"Armonk, NY","Zurich, Switzerland",9,Swiss Re,Insurance Agencies & Brokerages,86,144,115.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,41.1319,-73.7138
Data Scientist,3.7,"San Diego, CA","Falls Church, VA",9,Northrop Grumman,Aerospace & Defense,80,139,109.5,data scientist,na,0,0,0,1,0,0,0,0,0,0,0,32.8313,-117.1222
Data Scientist,3.5,"Albuquerque, NM","Gottingen, Germany",8,Sartorius,Biotech & Pharmaceuticals,56,95,75.5,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,35.1054,-106.6465
Data Scientist,4.1,"San Francisco, CA","Santa Clara, CA",6,Netskope,Enterprise Software & Network Solutions,120,189,154.5,data scientist,na,1,1,0,0,0,0,0,1,0,1,0,37.7558,-122.4449
Data Scientist,4.7,"Saint Louis, MO","Saint Louis, MO",4,1904labs,IT Services,111,176,143.5,data scientist,na,1,1,0,1,1,0,1,1,0,0,0,,
Data Scientist,4.1,"Baltimore, MD","Baltimore, MD",6,ClearOne Advantage,Banks & Credit Unions,54,93,73.5,data scientist,na,0,0,0,0,0,0,0,0,0,0,0,39.3051,-76.6144
Data Scientist,3.4,"Dallas, TX","Dallas, TX",5,CyrusOne,Real Estate,71,119,95.0,data scientist,na,1,0,1,1,0,0,0,0,0,0,1,32.7935,-96.7667
Senior Data Scientist,4.4,"Cincinnati, OH","Cincinnati, OH",5,The David J. Joseph Company,Metals Brokers,82,132,107.0,data scientist,sr,1,0,1,1,0,0,0,0,0,0,0,39.1413,-84.506
Data Scientist,4.3,"New York, NY","New York, NY",5,USEReady,Consulting,84,146,115.0,data scientist,na,1,1,1,1,0,0,0,0,1,0,0,40.6943,-73.9249
Senior Risk Data Scientist,3.8,"Palo Alto, CA","Palo Alto, CA",6,Bill.com,Financial Transaction Processing,107,172,139.5,data scientist,sr,0,0,0,1,0,0,0,0,0,0,0,37.3905,-122.1468
Data Scientist in Artificial Intelligence Early Career,3.8,"Richland, WA","Richland, WA",7,Pacific Northwest National Laboratory,Energy,49,85,67.0,data scientist,na,0,0,0,0,0,1,0,1,0,0,0,46.2824,-119.2939
Data Scientist,3.8,"Coraopolis, PA","Coraopolis, PA",9,DICK'S Sporting Goods - Corporate,Sporting Goods Stores,61,109,85.0,data scientist,na,1,0,0,1,0,1,0,1,0,0,0,40.5148,-80.1627
Data Scientist,2.8,"Framingham, MA","Framingham, MA",4,Berg Health,Biotech & Pharmaceuticals,88,148,118.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,42.3085,-71.4368
Data Scientist,4.7,"Atlanta, GA","Atlanta, GA",4,Oversight Systems,Computer Hardware & Software,60,99,79.5,data scientist,na,1,0,0,1,1,1,1,0,0,0,0,33.7628,-84.422
Data Scientist - Research,3.1,"Boston, MA","Boston, MA",5,C Space,Advertising & Marketing,41,72,56.5,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,42.3188,-71.0852
Data Scientist,3.2,"Philadelphia, PA","Chadds Ford, PA",3,"Numeric, LLC",Staffing & Outsourcing,96,161,128.5,data scientist,na,1,1,1,1,0,0,0,0,1,0,0,40.0077,-75.1339
R&D Data Analysis Scientist,4.0,"Vancouver, WA","Palo Alto, CA",9,HP Inc.,Computer Hardware & Software,65,130,97.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,45.6366,-122.5967
Analytics Consultant,4.4,"Indianapolis, IN","Pleasanton, CA",3,SpringML,Enterprise Software & Network Solutions,52,81,66.5,data analitics,na,1,0,0,0,0,0,0,0,0,0,0,39.7771,-86.1458
"Director, Data Science",3.6,"Lake Forest, IL","Lake Forest, IL",9,Grainger,Wholesale,139,220,179.5,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,42.238,-87.8596
Scientist,2.7,"Maryland Heights, MO","San Diego, CA",6,EAG Laboratories,Research & Development,50,102,76.0,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,38.7189,-90.4749
Data Scientist SR,3.9,"Charlottesville, VA","Reston, VA",6,The Buffalo Group,IT Services,85,139,112.0,data scientist,sr,1,1,0,1,0,0,0,0,1,0,0,38.0375,-78.4855
Data Scientist,3.1,"Pittsburgh, PA","Louvain-la-Neuve, Belgium",7,Carmeuse,Mining,74,122,98.0,data scientist,na,1,0,0,0,0,0,0,1,0,0,0,40.4397,-79.9763
R&D Sr Data Scientist,4.0,"Vancouver, WA","Palo Alto, CA",9,HP Inc.,Computer Hardware & Software,99,157,128.0,data scientist,sr,0,1,1,1,0,0,1,1,0,0,0,45.6366,-122.5967
Customer Data Scientist/Sales Engineer (Bay,4.3,"Mountain View, CA","Mountain View, CA",5,h2o.ai,Enterprise Software & Network Solutions,79,222,150.5,data engineer,na,1,1,1,0,1,0,1,1,1,0,0,37.4001,-122.0796
Research Scientist,1.9,"Cambridge, MA","Cambridge, MA",4,GNS Healthcare,Biotech & Pharmaceuticals,57,118,87.5,other scientist,na,0,0,1,0,0,0,0,0,0,0,0,42.3759,-71.1185
Data Scientist,3.3,"Chantilly, VA","Herndon, VA",7,Peraton,Aerospace & Defense,83,137,110.0,data scientist,na,1,0,0,0,0,0,1,0,1,0,0,38.8868,-77.4453
Data Scientist,4.4,"San Jose, CA","Beijing, China",9,Pactera,IT Services,86,141,113.5,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,37.3012,-121.848
Data Scientist,3.9,"San Francisco, CA","San Francisco, CA",4,Nurx,Health Care Services & Hospitals,94,154,124.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,37.7558,-122.4449
Jr. Business Data Analyst,4.7,"Harrisburg, PA","Harrisburg, PA",5,webfx.com,Advertising & Marketing,37,76,56.5,analyst,jr,0,0,0,0,0,0,0,0,0,0,0,40.2752,-76.8843
Data Scientist,4.5,"Laurel, MD","Laurel, MD",8,Johns Hopkins University Applied Physics Laboratory,Aerospace & Defense,100,160,130.0,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,39.0949,-76.8622
Data Analyst,4.3,"Chicago, IL","Chicago, IL",4,Productive Edge,Computer Hardware & Software,55,100,77.5,analyst,na,0,0,0,1,0,0,0,0,0,0,0,41.8375,-87.6866
Data Engineer,4.0,"Arlington, VA","Arlington, VA",5,Excella Consulting,Consulting,60,114,87.0,data engineer,na,1,0,1,1,0,0,0,0,0,0,0,38.8786,-77.1011
Data Analyst,4.4,"Tacoma, WA","Tacoma, WA",6,Gensco,Wholesale,39,68,53.5,analyst,na,0,0,0,0,0,0,0,0,0,0,0,47.2431,-122.4531
Staff Data Scientist - Technology,3.2,"Plano, TX","Bentonville, AR",9,Walmart,"Department, Clothing, & Shoe Stores",106,172,139.0,data scientist,na,0,0,0,1,0,0,0,0,1,0,0,33.0502,-96.7486
Data Scientist,3.8,"San Jose, CA","Seattle, WA",5,Logic20/20,Consulting,86,142,114.0,data scientist,na,1,1,1,1,0,1,0,1,0,0,0,37.3012,-121.848
Data Scientist,4.2,"Miami, FL","Miami, FL",6,goTRG,Enterprise Software & Network Solutions,64,107,85.5,data scientist,na,1,1,0,1,0,0,0,0,1,0,0,25.784,-80.2101
Data Management Specialist,4.5,"Huntsville, AL","Chantilly, VA",4,NMR Consulting,IT Services,31,65,48.0,data engineer,na,0,0,0,1,0,0,0,0,1,0,0,34.6981,-86.6412
E-Commerce Data Analyst,3.5,"New Orleans, LA","New Orleans, LA",4,iSeatz,Enterprise Software & Network Solutions,34,62,48.0,analyst,na,0,0,0,1,0,0,0,0,0,0,0,30.0687,-89.9288
Sr. Scientist II,3.5,"San Francisco, CA","San Francisco, CA",5,Nektar Therapeutics,Biotech & Pharmaceuticals,117,231,174.0,other scientist,sr,0,0,0,0,0,0,0,0,0,0,0,37.7558,-122.4449
Insurance Data Scientist,3.9,"Atlanta, GA","Chicago, IL",8,TransUnion,Financial Analytics & Research,64,106,85.0,data scientist,na,1,1,0,1,0,0,0,0,0,0,0,33.7628,-84.422
Data Modeler,4.7,"Landover, MD","Vienna, VA",4,IT Concepts,IT Services,79,134,106.5,data modeler,na,0,0,0,0,0,0,0,0,0,0,0,38.9241,-76.8875
Data Analyst / Scientist,4.2,"Patuxent River, MD","Atlanta, GA",7,Scientific Research Corporation,IT Services,52,93,72.5,analyst,na,0,0,0,0,0,0,0,0,0,0,0,,
Scientist,3.4,"Suitland, MD","Fairfax, VA",9,General Dynamics Information Technology,IT Services,55,116,85.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,38.8492,-76.9225
Data Scientist,3.2,"McLean, VA","Bedford, MA",8,MITRE,Federal Agencies,72,123,97.5,data scientist,na,1,0,0,1,0,0,0,0,0,0,1,38.9436,-77.1943
Data Scientist,3.9,"Fort Belvoir, VA","Reston, VA",6,The Buffalo Group,IT Services,74,124,99.0,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,38.7119,-77.1459
Data Analyst,3.1,"Milwaukee, WI","Boston, MA",7,DentaQuest,Insurance Carriers,40,73,56.5,analyst,na,0,0,0,1,0,0,0,0,0,0,0,43.0642,-87.9675
Lead Data Scientist,4.1,"Silver Spring, MD","Silver Spring, MD",3,Redjack,IT Services,102,164,133.0,data scientist,sr,1,0,0,0,0,0,0,0,0,0,0,39.0028,-77.0207
Data Scientist,3.8,"New York, NY","New York, NY",4,7Park Data,Research & Development,89,153,121.0,data scientist,na,1,1,0,0,1,1,1,1,0,0,0,40.6943,-73.9249
Data Scientist,4.7,"Syracuse, NY","Syracuse, NY",6,Rapid Response Monitoring,Security Services,61,110,85.5,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,43.0407,-76.1437
"Data Scientist, Rice University",4.3,"Houston, TX","New York, NY",7,Trilogy Ed,Education Training Services,65,110,87.5,data scientist,na,1,0,0,1,0,0,0,1,0,0,0,29.786,-95.3885
Senior Data Scientist,4.2,"Washington, DC","Washington, DC",7,Gallup,Consulting,200,275,237.5,data scientist,sr,1,0,0,0,0,0,0,0,0,0,0,38.9047,-77.0163
Data Engineer,3.9,"Charlotte, NC","Richmond, VA",7,CapTech,IT Services,68,123,95.5,data engineer,na,1,1,0,1,0,0,0,0,0,0,0,35.2083,-80.8303
Senior Data Scientist,3.3,"Southfield, MI","Detroit, MI",9,American Axle & Manufacturing,Transportation Equipment Manufacturing,80,129,104.5,data scientist,sr,1,1,1,1,0,0,0,0,0,0,0,42.4765,-83.2605
Financial Data Analyst,4.7,"Matawan, NJ","Pompano Beach, FL",5,CentralReach,Computer Hardware & Software,41,72,56.5,analyst,na,0,0,0,1,0,0,0,0,0,0,0,40.4127,-74.2365
Senior Data Analyst,4.3,"Phoenix, AZ","Phoenix, AZ",5,Integrate,Enterprise Software & Network Solutions,39,71,55.0,analyst,sr,0,0,0,1,0,0,0,0,0,0,0,33.5722,-112.0892
Research Scientist,2.9,"Omaha, NE","Omaha, NE",7,Boys Town Hospital,Health Care Services & Hospitals,38,85,61.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,41.2627,-96.0529
Data Scientist,4.5,"San Francisco, CA","San Francisco, CA",5,Demandbase,Computer Hardware & Software,121,193,157.0,data scientist,na,0,1,1,0,0,0,0,0,0,0,0,37.7558,-122.4449
Data Engineer,3.4,"Lyndhurst, NJ","Lyndhurst, NJ",5,Sapphire Digital,Internet,54,102,78.0,data engineer,na,1,0,0,1,0,0,0,0,0,0,0,,
Data Scientist,3.7,"Cambridge, MA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,83,144,113.5,data scientist,na,1,1,0,1,0,0,0,1,0,0,0,42.3759,-71.1185
Data Scientist,4.6,"New York, NY","New York, NY",4,<intent>,Internet,120,160,140.0,data scientist,na,1,1,0,0,0,0,0,0,0,0,0,40.6943,-73.9249
Data Scientist,3.2,"San Francisco, CA","San Francisco, CA",4,Formation,Enterprise Software & Network Solutions,102,163,132.5,data scientist,na,0,1,0,0,0,0,0,1,0,0,0,37.7558,-122.4449
Data Engineer,4.0,"San Francisco, CA","San Rafael, CA",8,Autodesk,Computer Hardware & Software,76,140,108.0,data engineer,na,1,1,0,1,0,0,0,0,1,0,0,37.7558,-122.4449
Ag Data Scientist,4.6,"Atlanta, IN","Atlanta, IN",6,Beck's Hybrids,Farm Support Services,60,101,80.5,data scientist,na,0,0,0,0,0,0,0,0,0,0,0,40.2139,-86.027
Data Scientist,2.8,"Rockville, MD","Rockville, MD",5,DrFirst,Health Care Services & Hospitals,82,133,107.5,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,39.0834,-77.1553
Data Engineer,4.7,"Minneapolis, MN","Minneapolis, MN",4,Object Partners,Consulting,65,125,95.0,data engineer,na,0,1,1,1,0,0,0,0,1,1,0,44.9635,-93.2678
Data Scientist II,3.0,"Los Angeles, CA","Los Angeles, CA",7,L.A. Care Health Plan,Health Care Services & Hospitals,91,148,119.5,data scientist,na,1,1,0,1,0,0,0,0,0,0,0,34.1141,-118.4068
Senior Data Engineer,3.2,"Charlotte, NC","Fort Mill, SC",7,Red Ventures,Advertising & Marketing,95,173,134.0,data engineer,sr,0,1,1,1,0,0,0,0,0,0,0,35.2083,-80.8303
Data Scientist,4.4,"Cambridge, MA","Cambridge, MA",5,Quick Base,Enterprise Software & Network Solutions,77,124,100.5,data scientist,na,1,0,0,1,0,0,1,0,0,0,0,42.3759,-71.1185
Data Scientist,3.5,"Cincinnati, OH","Cincinnati, OH",7,The E.W. Scripps Company,TV Broadcast & Cable Networks,80,135,107.5,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,39.1413,-84.506
Data Engineer,4.0,"Washington, DC","Washington, DC",4,Upside Business Travel,Internet,85,159,122.0,data engineer,na,1,1,1,1,0,0,0,0,0,0,0,38.9047,-77.0163
Data Engineer,4.3,"Chicago, IL","Chicago, IL",7,Equity Residential,Real Estate,80,105,92.5,data engineer,na,1,1,0,1,0,0,0,0,1,0,1,41.8375,-87.6866
Data Analyst,2.3,"Baltimore, MD","Baltimore, MD",6,Synagro,Research & Development,43,81,62.0,analyst,na,0,0,0,1,0,0,0,0,0,0,0,39.3051,-76.6144
Project Scientist,4.0,"Alabaster, AL","Decatur, AL",4,Alliance Source Testing,Architectural & Engineering Services,29,50,39.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,33.2198,-86.8225
Data Scientist,3.6,"Santa Fe Springs, Los Angeles, CA","Santa Fe Springs, CA",7,Accuride International,Industrial Manufacturing,82,133,107.5,data scientist,na,0,0,0,0,0,0,0,0,0,0,0,,
Data Analytics Manager,3.8,"Kansas City, MO","Kansas City, MO",6,Full Potential Solutions,Staffing & Outsourcing,26,55,40.5,Data scientist project manager,na,1,0,1,1,0,0,0,0,0,0,0,39.1238,-94.5541
Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,3.7,"Ashburn, VA","Foster City, CA",9,Visa Inc.,IT Services,61,118,89.5,data engineer,sr,1,1,0,1,0,0,0,0,1,0,0,39.0277,-77.4714
Data Scientist,4.4,"Chicago, IL","Chicago, IL",5,Maven Wave Partners,Consulting,60,102,81.0,data scientist,na,1,0,1,1,0,0,0,0,1,0,0,41.8375,-87.6866
Senior Data Scientist,4.0,"Herndon, VA","Mc Lean, VA",6,Novetta,Enterprise Software & Network Solutions,112,182,147.0,data scientist,sr,1,0,1,0,1,0,0,1,0,0,0,38.9699,-77.3867
Data Scientist,3.2,"Fort Worth, TX","Fort Worth, TX",7,"First Command Financial Services, Inc.",Brokerage Services,64,106,85.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,32.7817,-97.3474
Associate Scientist,2.9,"Valencia, CA","West Hills, CA",7,Pharmavite,Consumer Products Manufacturing,51,112,81.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,,
"Scientist 2, QC Viral Vector",3.8,"Novato, CA","San Rafael, CA",7,BioMarin Pharmaceutical,Biotech & Pharmaceuticals,113,223,168.0,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,38.092,-122.5575
Machine Learning Engineer,4.3,"Aurora, CO","Aurora, CO",3,Stratagem Group,Aerospace & Defense,72,129,100.5,machine learning engineer,na,1,1,1,1,0,0,0,1,1,0,0,39.7083,-104.7237
Data Scientist/ML Engineer,3.4,"New York, NY","London, United Kingdom",7,PA Consulting,Consulting,71,123,97.0,data engineer,na,1,1,0,1,0,0,0,0,1,0,1,40.6943,-73.9249
Data Scientist,4.1,"Chantilly, VA","Herndon, VA",8,ManTech,Research & Development,64,106,85.0,data scientist,na,0,0,0,1,0,0,0,0,1,0,0,38.8868,-77.4453
Customer Data Scientist,4.3,"Mountain View, CA","Mountain View, CA",5,h2o.ai,Enterprise Software & Network Solutions,118,189,153.5,data scientist,na,1,1,1,0,0,0,0,0,1,0,0,37.4001,-122.0796
Data Engineer,5.0,"Tampa, FL","Reston, VA",4,Gridiron IT,IT Services,120,145,132.5,data engineer,na,0,0,0,0,0,0,0,0,0,0,0,27.9945,-82.4447
Data Engineer,4.3,"Chicago, IL","Chicago, IL",4,Productive Edge,Computer Hardware & Software,80,120,100.0,data engineer,na,0,1,0,1,0,0,0,0,0,0,0,41.8375,-87.6866
Sr. Data Scientist,3.7,"Denver, CO","Denver, CO",5,Evolve Vacation Rental,Travel Agencies,80,130,105.0,data scientist,sr,1,0,0,1,0,0,0,0,0,0,0,39.762,-104.8758
Data Engineer 4 - Contract,4.2,"Riverton, UT","Salt Lake City, UT",9,The Church of Jesus Christ of Latter-day Saints,Religious Organizations,59,115,87.0,data engineer,na,0,0,1,0,0,0,0,0,0,0,0,40.5176,-111.9636
Data Analyst - Asset Management,4.3,"San Francisco, CA","San Francisco, CA",4,Maximus Real Estate Partners,Real Estate,71,136,103.5,data engineer,na,0,0,0,1,0,0,0,0,0,0,0,37.7558,-122.4449
Senior Research Scientist - Embedded System Development for DevOps,2.6,"Pittsburgh, PA","Pittsburgh, PA",6,Software Engineering Institute,Colleges & Universities,81,167,124.0,other scientist,sr,1,0,0,0,0,0,0,0,0,0,0,40.4397,-79.9763
Data Scientist - Bioinformatics,3.8,"Richland, WA","Richland, WA",7,PNNL,Energy,49,85,67.0,data scientist,na,1,0,0,0,0,0,0,0,0,0,0,46.2824,-119.2939
Data Engineer,3.9,"Washington, DC","Seattle, WA",9,AVANADE,IT Services,60,114,87.0,data engineer,na,0,0,0,0,0,0,0,0,0,0,0,38.9047,-77.0163
Customer Data Scientist/Sales Engineer,4.3,"Chicago, IL","Mountain View, CA",5,h2o.ai,Enterprise Software & Network Solutions,71,204,137.5,data engineer,na,1,1,1,0,1,0,1,1,1,0,0,41.8375,-87.6866
Lead Data Scientist,3.8,"Cincinnati, OH","Cincinnati, OH",5,PatientPoint,Advertising & Marketing,75,125,100.0,data scientist,sr,1,0,0,1,0,0,1,0,0,0,0,39.1413,-84.506
MongoDB Data Engineer II,3.8,"Chattanooga, TN","Chattanooga, TN",8,BlueCross BlueShield of Tennessee,Insurance Carriers,77,136,106.5,data engineer,na,0,0,0,1,0,0,0,0,0,0,1,35.066,-85.2481
Senior Data Scientist Statistics,3.8,"Richland, WA","Richland, WA",7,PNNL,Energy,74,123,98.5,data scientist,sr,0,0,0,0,0,0,0,0,0,0,0,46.2824,-119.2939
Senior Data Analyst,4.8,"Clearwater, FL","Clearwater, FL",6,KnowBe4,Security Services,44,78,61.0,analyst,sr,1,0,0,1,0,0,0,0,0,0,0,27.979,-82.7623
Senior Spark Engineer (Data Science),4.4,"Indianapolis, IN","Indianapolis, IN",4,KSM Consulting,Consulting,65,148,106.5,data engineer,sr,1,1,1,1,0,0,0,0,0,0,1,39.7771,-86.1458
Data Engineer,3.9,"Cambridge, MA","Cambridge, MA",4,Cogo Labs,Internet,59,110,84.5,data engineer,na,1,1,0,1,0,0,0,0,0,0,0,42.3759,-71.1185
BI & Platform Analytics Manager,3.4,"Ewing, NJ","Ewing, NJ",7,Church & Dwight,Consumer Products Manufacturing,85,134,109.5,Data scientist project manager,na,1,0,0,0,0,0,0,0,0,0,0,,
Lead Data Scientist,3.6,"Boston, MA","Springfield, MA",8,MassMutual,Insurance Carriers,124,204,164.0,data scientist,sr,1,1,1,1,0,0,1,0,1,0,0,42.3188,-71.0852
"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",3.9,"South San Francisco, CA","South San Francisco, CA",9,Genentech,Biotech & Pharmaceuticals,131,207,169.0,data scientist,sr,1,1,0,1,0,0,0,0,1,0,0,37.6538,-122.4196
Senior Data Scientist,3.8,"Cupertino, CA","Sunnyvale, CA",8,Juniper Networks,Telecommunications Services,110,174,142.0,data scientist,sr,1,1,1,0,0,0,1,1,0,1,0,37.3168,-122.0466
Pricipal Scientist Molecular and cellular biologist,3.7,"Boston, MA","OSAKA, Japan",9,Takeda Pharmaceuticals,Biotech & Pharmaceuticals,52,101,76.5,other scientist,na,0,0,0,0,0,0,0,0,0,0,0,42.3188,-71.0852
"Data Scientist (Actuary, FSA or ASA)",3.8,"Frederick, MD","Frederick, MD",6,Legal & General America,Insurance Carriers,81,133,107.0,data scientist,na,1,0,0,1,0,0,0,0,0,0,0,39.4337,-77.4141
Staff Data Scientist,3.5,"San Jose, CA","San Jose, CA",9,Western Digital,Computer Hardware & Software,132,211,171.5,data scientist,na,1,0,1,1,0,0,0,0,1,0,0,37.3012,-121.848
Senior Data Scientist / Machine Learning,3.9,"Dallas, TX","Mountain View, CA",5,Health IQ,Insurance Agencies & Brokerages,73,119,96.0,data scientist,sr,0,0,0,0,0,0,0,0,0,0,0,32.7935,-96.7667
Data Scientist - Health Data Analytics,4.2,"San Francisco, CA","San Francisco, CA",4,Nuna,Enterprise Software & Network Solutions,110,175,142.5,data scientist,na,0,0,0,1,0,0,0,0,0,0,0,37.7558,-122.4449
Data Engineer 5 - Contract (Remote),4.2,"Riverton, UT","Salt Lake City, UT",9,The Church of Jesus Christ of Latter-day Saints,Religious Organizations,74,140,107.0,data engineer,na,0,0,0,0,0,0,0,0,0,0,0,40.5176,-111.9636
